                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.56464,                0.44914,                      0,                0.34657,                 0.9242,                0.99903,                      1,                  0.995,                0.89992,                0.57858,                0.57895,                0.45486,                0.29883,                0.53474,                 3.4653,                      0,                0.28544,                 0.8877,              0.0002774,              0.0002774,              0.0002774
                     90,                0.55482,                0.46189,                      0,                0.33481,                0.91601,                0.99904,                      1,                  0.995,                0.90129,                0.56124,                 0.5614,                0.43418,                 0.3147,                0.54631,                 3.3815,                      0,                0.29647,                0.88221,              0.0002576,              0.0002576,              0.0002576
                     91,                0.45035,                0.90349,                      0,                0.31427,                0.88424,                0.99853,                      1,                  0.995,                 0.9059,                0.63117,                0.63158,                 0.4521,                0.28708,                0.50896,                 3.2396,                      0,                0.27146,                0.88145,              0.0002378,              0.0002378,              0.0002378
                     92,                0.40927,                0.93088,                      0,                0.27402,                0.86001,                 0.9975,                      1,                  0.995,                0.86452,                0.68321,                0.68421,                0.49421,                0.26054,                 0.5659,                  3.407,                      0,                0.34183,                0.89157,               0.000218,               0.000218,               0.000218
                     93,                0.40105,                0.95583,                      0,                0.26943,                0.86671,                0.99833,                      1,                  0.995,                0.89932,                 0.7009,                0.70175,                0.52112,                0.29169,                0.49781,                 3.2641,                      0,                 0.2922,                 0.8836,              0.0001982,              0.0001982,              0.0001982
                     94,                0.39475,                0.92991,                      0,                0.25901,                0.85472,                0.99643,                      1,                  0.995,                0.88554,                0.54243,                0.54386,                0.31783,                0.21995,                0.54098,                 3.3847,                      0,                0.30726,                0.89158,              0.0001784,              0.0001784,              0.0001784
                     95,                0.38662,                 0.8951,                      0,                0.24884,                0.85401,                0.99845,                      1,                  0.995,                0.88225,                0.68353,                0.68421,                 0.4926,                0.29134,                0.53837,                 3.0972,                      0,                0.27211,                0.88958,              0.0001586,              0.0001586,              0.0001586
                     96,                 0.3966,                0.81794,                      0,                0.25419,                0.86139,                0.99883,                      1,                  0.995,                0.88618,                0.66604,                0.66667,                0.47812,                0.30256,                0.52442,                 3.0327,                      0,                0.26472,                 0.8924,              0.0001388,              0.0001388,              0.0001388
                     97,                0.37205,                0.85708,                      0,                0.24186,                0.86976,                0.99885,                      1,                  0.995,                0.89598,                 0.6659,                0.66667,                0.49626,                0.33262,                 0.5032,                 2.9459,                      0,                0.25061,                0.87511,               0.000119,               0.000119,               0.000119
                     98,                0.36842,                0.88241,                      0,                  0.237,                0.85328,                0.99899,                      1,                  0.995,                0.89422,                0.66598,                0.66667,                0.49013,                0.32326,                0.51838,                 2.9855,                      0,                0.25461,                0.87744,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.36788,                0.84619,                      0,                0.24289,                0.85391,                0.99898,                      1,                  0.995,                0.88592,                0.66599,                0.66667,                0.49606,                0.32559,                0.51757,                  2.996,                      0,                0.25041,                0.87963,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.36387,                0.81113,                      0,                0.24088,                0.85216,                0.99897,                      1,                  0.995,                0.88635,                0.61341,                0.61404,                0.43146,                0.29692,                0.52378,                 3.0794,                      0,                0.24878,                 0.8783,               5.96e-05,               5.96e-05,               5.96e-05
